listing_id,date
2441,2018-11-18
2441,2018-12-02
2441,2018-12-26
2441,2019-01-02
2441,2019-01-15
2441,2019-01-22
2441,2019-01-28
2441,2019-02-28
2441,2019-05-31
2441,2019-06-02
2441,2019-06-11
2441,2019-06-20
2441,2019-07-31
2441,2019-08-04
2441,2019-08-15
2441,2019-08-18
2441,2019-08-26
2441,2019-08-29
2441,2019-08-31
2441,2019-09-02
2441,2019-09-08
2441,2019-09-23
2441,2019-09-29
2441,2019-10-05
2441,2019-10-22
2441,2019-10-26
2441,2020-01-07
2441,2020-02-15
2441,2020-03-15
2441,2020-06-17
2441,2020-06-28
2441,2020-08-08
2441,2020-08-09
2441,2020-08-11
2441,2020-08-18
2441,2020-08-19
2441,2020-08-24
2441,2020-08-26
2441,2020-08-30
2441,2020-08-31
2441,2020-09-01
4534,2010-06-05
4534,2010-06-15
4534,2010-07-27
4534,2010-08-28
4534,2010-10-05
4534,2010-10-09
4534,2011-02-24
4534,2011-03-01
4534,2011-03-21
4534,2011-07-17
4534,2011-08-08
4534,2011-09-14
4534,2011-09-23
4534,2011-09-26
4534,2011-10-05
4534,2011-11-01
4534,2011-12-12
4534,2012-01-21
4534,2012-02-08
4534,2012-02-20
4534,2012-03-09
4534,2012-03-13
4534,2012-03-19
4534,2012-03-28
4534,2012-04-22
4534,2012-05-03
4534,2012-05-08
4534,2012-05-12
4534,2012-05-18
4534,2012-05-20
4534,2012-05-22
4534,2012-05-29
4534,2012-06-05
4534,2012-06-11
4534,2012-06-16
4534,2012-06-18
4534,2012-09-10
4534,2012-09-23
4534,2012-10-05
4534,2012-10-16
4534,2012-10-28
4534,2012-11-14
4534,2012-11-20
4534,2012-11-23
4534,2013-01-21
4534,2013-03-23
4534,2013-04-02
4534,2013-04-07
4534,2013-04-14
4534,2013-04-23
4534,2013-04-28
4534,2013-05-03
4534,2013-05-21
4534,2013-05-29
4534,2013-06-06
4534,2013-06-13
4534,2013-08-01
4534,2013-08-05
4534,2013-08-10
4534,2013-08-17
4534,2013-08-20
4534,2013-09-04
4534,2013-09-13
4534,2013-09-30
4534,2013-10-03
4534,2013-10-11
4534,2013-10-31
4534,2013-12-06
4534,2013-12-27
4534,2014-01-09
4534,2014-03-21
4534,2014-06-07
4534,2014-09-15
4534,2014-09-24
4534,2014-09-29
4534,2014-10-08
4534,2014-10-15
4534,2014-11-10
4534,2015-01-06
4534,2015-03-30
4534,2015-04-14
4534,2015-05-25
4534,2015-05-31
4534,2015-06-05
4534,2015-07-08
4534,2015-07-18
4534,2015-07-20
4534,2015-07-27
4534,2015-07-30
4534,2015-08-03
4534,2015-08-26
4534,2015-09-11
4534,2015-09-21
4534,2015-10-07
4534,2015-10-21
4534,2015-10-26
4534,2016-03-20
4534,2016-04-24
4534,2016-05-15
4534,2016-05-24
4534,2016-05-27
4534,2016-05-31
4534,2016-06-10
4534,2016-07-20
4534,2016-07-21
4534,2016-07-25
4534,2016-07-29
4534,2016-08-03
4534,2016-08-06
4534,2016-08-09
4534,2016-08-14
4534,2016-08-22
4534,2016-08-26
4534,2016-08-28
4534,2016-09-07
4534,2016-10-01
4534,2016-10-03
4534,2016-10-09
4534,2016-10-30
4534,2016-11-20
4534,2016-12-08
4534,2017-05-14
4534,2017-05-22
4534,2017-06-08
4534,2017-06-11
4534,2017-06-29
4534,2017-07-02
4534,2017-07-10
4534,2017-07-30
4534,2017-09-06
4534,2017-09-10
4534,2017-09-29
4534,2017-10-03
4534,2017-10-23
4534,2017-10-29
4534,2017-12-11
4534,2018-02-05
4534,2018-05-06
4534,2018-05-21
4534,2018-06-03
4534,2018-06-12
4534,2018-06-22
4534,2018-06-24
4534,2018-07-30
4534,2018-08-04
4534,2018-09-25
4534,2018-10-02
4534,2018-11-01
4534,2019-04-09
4534,2019-04-24
4534,2019-06-24
4534,2019-06-27
4534,2019-07-09
4534,2019-07-30
4534,2019-08-28
4534,2019-09-08
4534,2019-09-16
4534,2019-09-26
4534,2019-09-30
4534,2019-10-06
4534,2019-10-14
4534,2019-10-21
4534,2019-11-10
4534,2019-12-16
4534,2020-01-17
4534,2020-03-17
27319,2010-10-04
27319,2010-10-22
27319,2010-12-19
27319,2011-01-17
27319,2011-02-04
27319,2011-02-28
27319,2011-03-28
27319,2011-04-18
27319,2011-05-09
27319,2011-05-12
27319,2011-05-16
27319,2011-05-17
27319,2011-05-19
27319,2011-05-23
27319,2011-05-25
27319,2011-05-28
27319,2011-06-04
27319,2011-06-14
27319,2011-06-21
27319,2011-06-26
27319,2011-07-01
27319,2011-07-09
27319,2011-07-11
27319,2011-07-18
27319,2011-07-23
27319,2011-07-26
27319,2011-08-01
27319,2011-08-04
27319,2011-08-10
27319,2011-08-12
27319,2011-08-21
27319,2011-08-24
27319,2011-08-31
27319,2011-09-21
27319,2011-09-26
27319,2011-10-03
27319,2011-10-10
27319,2011-10-17
27319,2011-10-26
27319,2011-12-05
27319,2012-01-10
27319,2012-01-20
27319,2012-01-25
27319,2012-01-30
27319,2012-02-06
27319,2012-03-14
27319,2012-05-14
27319,2012-05-17
27319,2012-05-21
27319,2012-05-28
27319,2012-06-16
27319,2012-06-23
27319,2012-07-01
27319,2012-07-09
27319,2012-08-14
27319,2012-08-18
27319,2012-08-21
27319,2012-08-27
27319,2012-08-29
27319,2012-10-02
27319,2012-10-09
27319,2013-01-08
27319,2013-02-16
27319,2013-03-24
27319,2013-03-28
27319,2013-04-04
27319,2013-04-16
27319,2013-05-20
27319,2013-05-30
27319,2013-06-04
27319,2013-06-10
27319,2013-08-06
27319,2013-08-09
27319,2013-08-13
27319,2013-08-25
27319,2013-09-01
27319,2013-09-21
27319,2014-01-05
27319,2014-01-20
27319,2014-03-04
27319,2014-04-08
27319,2014-04-21
27319,2014-05-18
27319,2014-05-28
27319,2014-07-01
27319,2014-07-07
27319,2014-07-26
27319,2014-08-02
27319,2014-08-05
27319,2014-08-07
27319,2014-08-10
27319,2014-08-15
27319,2014-08-28
27319,2014-09-01
27319,2014-09-06
27319,2014-09-18
27319,2014-10-06
27319,2014-10-22
27319,2014-10-30
27319,2014-12-03
27319,2015-01-19
27319,2015-02-16
27319,2015-04-26
27319,2015-06-20
27319,2015-07-09
27319,2015-07-20
27319,2015-07-27
27319,2015-07-31
27319,2015-08-07
27319,2015-10-12
27319,2015-10-19
27319,2015-10-25
27319,2015-12-04
27319,2016-04-04
27319,2016-04-11
27319,2016-04-22
27319,2016-05-15
27319,2016-05-24
27319,2016-06-13
27319,2016-06-19
27319,2016-06-24
27319,2016-06-30
27319,2016-07-20
27319,2016-08-05
27319,2016-09-11
27319,2016-09-17
27319,2016-10-02
27319,2016-10-16
27319,2016-12-16
27319,2017-01-19
27319,2017-05-09
27319,2017-06-09
27319,2017-06-16
27319,2017-07-05
27319,2017-08-05
27319,2017-08-10
27319,2017-08-13
27319,2017-08-22
27319,2017-08-25
27319,2017-09-04
27319,2017-09-09
27319,2017-09-16
27319,2017-09-24
27319,2017-10-09
27319,2017-10-16
27319,2017-10-22
27319,2018-01-08
27319,2018-02-05
27319,2018-04-30
27319,2018-06-20
27319,2018-06-26
27319,2018-07-02
27319,2018-07-10
27319,2018-07-31
27319,2018-09-02
27319,2018-10-08
27319,2018-10-15
27319,2018-10-20
27319,2018-10-28
27319,2018-11-04
27319,2018-12-31
27319,2019-01-13
27319,2019-03-17
27319,2019-04-09
27319,2019-04-20
27319,2019-05-05
27319,2019-05-21
27319,2019-05-27
27319,2019-06-22
27319,2019-06-29
27319,2019-08-16
27319,2019-08-27
27319,2019-11-30
27319,2019-12-15
27319,2020-10-04
55089,2012-06-28
55089,2012-08-20
55089,2014-06-28
55089,2014-08-31
55089,2014-10-31
55089,2014-11-28
55089,2015-06-15
55089,2015-08-20
55089,2015-09-28
55089,2015-11-17
55089,2016-03-17
55089,2016-06-08
55089,2016-06-18
55089,2016-07-31
55089,2016-10-02
55089,2016-10-09
55089,2017-02-28
55089,2017-06-05
55089,2017-07-16
55089,2017-07-17
55089,2017-08-31
55089,2018-02-05
55089,2018-08-18
55089,2018-09-10
55089,2018-10-21
55089,2018-11-26
55089,2019-08-01
55089,2019-08-09
55089,2019-08-21
55089,2019-08-30
55089,2019-10-03
55089,2020-01-01
55089,2020-07-31
55089,2020-10-14
60977,2011-09-26
60977,2011-10-03
60977,2011-12-14
60977,2012-01-21
60977,2012-02-24
60977,2012-03-15
60977,2012-05-08
60977,2012-05-15
60977,2012-05-25
60977,2012-10-14
60977,2012-12-08
60977,2013-01-21
60977,2013-02-01
60977,2013-05-06
60977,2013-05-20
60977,2014-05-19
60977,2014-08-04
60977,2014-08-25
60977,2016-07-31
60977,2016-08-07
82439,2011-07-13
82439,2011-07-26
82439,2011-08-27
82439,2012-06-07
82439,2012-07-14
82439,2013-05-05
82439,2013-07-24
82439,2013-11-20
82439,2013-11-25
82439,2014-08-12
82439,2014-11-10
82439,2015-07-04
82439,2015-09-28
82439,2016-01-06
82439,2018-09-14
82439,2019-08-18
82439,2019-09-15
82439,2019-10-13
82439,2019-12-31
82439,2020-03-22
153430,2011-07-11
153430,2011-08-08
153430,2011-09-19
153430,2011-10-09
153430,2011-10-13
153430,2012-05-03
153430,2012-05-27
153430,2012-06-30
153430,2012-08-21
153430,2012-09-04
153430,2012-09-11
153430,2012-10-09
153430,2013-02-19
153430,2013-04-25
153430,2013-06-17
153430,2013-06-23
153430,2013-07-23
153430,2013-07-26
153430,2013-08-22
153430,2013-08-28
153430,2013-10-07
153430,2013-10-11
153430,2014-04-06
153430,2014-05-19
153430,2014-06-03
153430,2014-06-15
153430,2014-08-17
153430,2014-08-25
153430,2014-08-27
153430,2014-09-10
153430,2014-09-15
153430,2014-09-16
153430,2014-09-19
153430,2014-11-12
153430,2015-03-22
153430,2015-05-17
153430,2015-06-28
153430,2015-07-02
153430,2015-07-10
153430,2015-07-23
153430,2015-07-27
153430,2015-08-02
153430,2015-08-11
153430,2015-08-19
153430,2015-08-24
153430,2015-09-21
153430,2015-09-24
153430,2015-09-27
153430,2015-10-04
153430,2015-10-13
153430,2015-10-18
153430,2016-02-06
153430,2016-05-23
153430,2016-07-03
153430,2016-07-09
153430,2016-08-06
153430,2016-08-09
153430,2016-09-03
153430,2016-09-19
153430,2016-09-22
153430,2016-10-02
153430,2016-11-22
153430,2017-10-16
153430,2018-02-05
153430,2018-09-09
153430,2018-09-24
153430,2018-10-14
153430,2018-10-20
153430,2019-04-07
153430,2019-08-25
153430,2019-09-01
153430,2019-10-13
166927,2012-07-14
166927,2012-08-10
166927,2012-08-14
166927,2012-09-24
166927,2012-10-07
166927,2012-11-19
166927,2013-01-07
166927,2013-03-11
166927,2013-04-02
166927,2013-04-22
166927,2013-05-04
166927,2013-05-07
166927,2013-05-20
166927,2013-05-27
166927,2013-06-25
166927,2013-06-30
166927,2013-07-15
166927,2013-07-28
166927,2013-08-08
166927,2013-09-09
166927,2013-09-15
166927,2013-09-22
166927,2013-09-24
166927,2013-09-26
166927,2013-10-09
166927,2013-10-21
166927,2013-10-28
166927,2014-05-19
166927,2014-06-02
166927,2014-06-29
166927,2014-07-07
166927,2014-07-15
166927,2014-08-04
166927,2014-08-09
166927,2014-08-15
166927,2014-09-02
166927,2014-09-06
166927,2014-09-30
166927,2014-10-19
166927,2014-11-22
166927,2015-04-13
166927,2015-06-18
166927,2015-06-21
166927,2016-01-21
176709,2013-05-01
176709,2013-07-17
176709,2013-09-30
176709,2014-06-22
176709,2015-04-12
176709,2015-07-09
176709,2015-09-08
176709,2015-10-05
176709,2016-06-15
176709,2016-11-29
176709,2017-04-16
176709,2017-04-20
176709,2017-06-04
176709,2017-07-14
176709,2017-07-25
176709,2017-10-15
176709,2018-09-25
176709,2019-03-23
176709,2019-08-17
176709,2019-09-08
176709,2019-10-12
178017,2014-11-24
178017,2014-12-23
178017,2015-07-04
178017,2015-07-13
178017,2015-07-26
178017,2015-08-16
178017,2016-07-10
178017,2016-07-16
178017,2016-07-30
178017,2016-08-14
178017,2016-08-21
178017,2017-06-28
178017,2017-07-04
178017,2018-08-14
178017,2019-04-22
178017,2019-05-20
178017,2019-06-03
178017,2019-06-07
178017,2019-06-13
178017,2019-06-17
178017,2019-06-21
178017,2019-06-24
178017,2019-06-28
178017,2019-07-07
195230,2018-02-05
195230,2018-05-16
195230,2018-05-28
195230,2018-06-06
195230,2018-07-08
195230,2018-07-18
195230,2018-07-26
195230,2018-08-05
195230,2018-08-12
195230,2018-08-31
195230,2018-09-01
195230,2018-09-03
195230,2018-09-08
195230,2018-09-09
195230,2018-09-14
195230,2018-09-15
195230,2018-09-23
195230,2018-09-26
195230,2018-09-30
195230,2018-10-12
195230,2018-10-14
195230,2018-10-19
195230,2018-10-22
195230,2018-10-24
195230,2018-10-28
195230,2018-10-29
195230,2018-11-01
195230,2018-11-02
195230,2018-11-04
195230,2018-11-18
195230,2018-11-25
195230,2018-12-01
195230,2019-01-01
195230,2019-01-07
195230,2019-03-03
195230,2019-03-04
195230,2019-03-06
195230,2019-03-07
195230,2019-03-08
195230,2019-03-15
195230,2019-03-21
195230,2019-03-24
195230,2019-03-30
195230,2019-03-31
195230,2019-04-16
195230,2019-04-20
195230,2019-04-27
195230,2019-04-29
195230,2019-05-02
195230,2019-05-03
195230,2019-05-05
195230,2019-05-06
195230,2019-05-07
195230,2019-05-11
195230,2019-05-19
195230,2019-05-20
195230,2019-05-21
195230,2019-05-22
195230,2019-05-24
195230,2019-05-27
195230,2019-05-28
195230,2019-06-04
195230,2019-06-05
195230,2019-06-07
195230,2019-06-09
195230,2019-06-15
195230,2019-06-16
195230,2019-06-17
195230,2019-06-18
195230,2019-06-20
195230,2019-06-30
195230,2019-07-08
195230,2019-07-11
195230,2019-07-12
195230,2019-07-15
195230,2019-07-17
195230,2019-07-18
195230,2019-07-19
195230,2019-07-23
195230,2019-07-24
195230,2019-07-25
195230,2019-07-27
195230,2019-08-01
195230,2019-08-02
195230,2019-08-03
195230,2019-08-04
195230,2019-08-05
195230,2019-08-06
195230,2019-08-08
195230,2019-08-15
195230,2019-08-19
195230,2019-08-24
195230,2019-08-25
195230,2019-08-27
195230,2019-08-28
195230,2019-08-30
195230,2019-09-02
195230,2019-09-04
195230,2019-09-05
195230,2019-09-07
195230,2019-09-09
195230,2019-09-10
195230,2019-09-11
195230,2019-09-12
195230,2019-09-13
195230,2019-09-15
195230,2019-09-19
195230,2019-09-21
195230,2019-09-22
195230,2019-09-23
195230,2019-09-24
195230,2019-09-25
195230,2019-09-26
195230,2019-09-29
195230,2019-10-03
195230,2019-10-05
195230,2019-10-06
195230,2019-10-13
195230,2019-10-21
195230,2019-10-31
195230,2019-11-11
195230,2019-11-14
195230,2019-11-17
195230,2019-12-01
195230,2019-12-07
195230,2019-12-16
195230,2019-12-21
195230,2019-12-22
195230,2019-12-26
195230,2019-12-28
195230,2020-01-07
195230,2020-01-20
195230,2020-01-27
195230,2020-01-31
195230,2020-02-02
195230,2020-02-04
195230,2020-02-07
195230,2020-02-17
195230,2020-02-21
195230,2020-02-25
195230,2020-03-02
195230,2020-03-06
195230,2020-03-08
195230,2020-03-10
195230,2020-03-14
195230,2020-03-15
195230,2020-05-09
195230,2020-05-18
195230,2020-07-05
195230,2020-07-06
195230,2020-07-13
195230,2020-07-16
195230,2020-07-19
195230,2020-07-21
195230,2020-07-24
195230,2020-07-26
195230,2020-07-28
195230,2020-08-08
195230,2020-08-09
195230,2020-08-20
195230,2020-08-27
195230,2020-08-30
195230,2020-08-31
195230,2020-09-03
195230,2020-09-07
195230,2020-09-08
195230,2020-09-10
195230,2020-09-12
195230,2020-09-16
195230,2020-09-20
233598,2012-04-01
233598,2012-10-28
233598,2012-11-17
233598,2014-06-20
233598,2014-12-12
233598,2015-05-03
233598,2015-06-13
233598,2015-09-25
233598,2016-03-19
233598,2016-04-01
233598,2018-04-22
233598,2018-05-18
317499,2012-03-22
317499,2012-05-16
317499,2012-05-21
317499,2012-06-10
317499,2012-06-26
317499,2012-06-28
317499,2012-07-03
317499,2012-07-14
317499,2012-08-10
317499,2012-08-14
317499,2012-08-24
317499,2012-09-17
317499,2012-09-18
317499,2012-10-17
317499,2012-11-01
317499,2013-01-23
317499,2013-02-26
317499,2013-03-04
317499,2013-03-19
317499,2013-03-21
317499,2013-04-29
317499,2013-05-12
317499,2013-06-08
317499,2013-06-16
317499,2013-06-30
317499,2013-07-16
317499,2013-07-22
317499,2013-07-31
317499,2013-08-09
317499,2013-08-26
317499,2013-08-27
317499,2013-10-16
317499,2013-11-28
317499,2014-02-06
317499,2014-02-24
317499,2014-03-17
317499,2014-04-20
317499,2014-05-05
317499,2014-06-30
317499,2014-07-13
317499,2014-07-17
317499,2014-07-22
317499,2014-07-26
317499,2014-08-08
317499,2014-08-17
317499,2014-09-05
317499,2014-09-15
317499,2014-09-21
317499,2014-12-01
317499,2014-12-11
317499,2014-12-15
317499,2015-01-04
317499,2015-01-19
317499,2015-03-01
317499,2015-04-14
317499,2015-04-28
317499,2015-05-29
317499,2015-06-07
317499,2015-06-09
317499,2015-06-10
317499,2015-06-11
317499,2015-06-13
317499,2015-06-17
317499,2015-06-19
317499,2015-06-21
317499,2015-06-23
317499,2015-06-24
317499,2015-06-26
317499,2015-06-29
317499,2015-07-19
317499,2015-07-28
317499,2015-08-21
317499,2015-08-31
317499,2015-09-06
317499,2015-09-08
317499,2015-09-21
317499,2015-11-07
317499,2015-11-22
317499,2015-11-23
317499,2015-12-03
317499,2015-12-14
317499,2016-03-08
317499,2016-04-08
317499,2016-04-16
317499,2016-04-29
317499,2016-05-09
317499,2016-05-21
317499,2016-05-29
317499,2016-06-09
317499,2016-06-19
317499,2016-06-20
317499,2016-07-04
317499,2016-07-12
317499,2016-07-16
317499,2016-07-28
317499,2016-07-29
317499,2016-08-15
317499,2016-08-21
317499,2016-08-29
317499,2016-09-01
317499,2016-09-01
317499,2016-09-21
317499,2016-09-23
317499,2016-09-25
317499,2016-09-30
317499,2016-10-01
317499,2016-10-03
317499,2016-10-10
317499,2016-10-16
317499,2016-10-22
317499,2016-10-23
317499,2016-10-28
317499,2016-10-29
317499,2016-10-30
317499,2016-11-06
317499,2016-11-19
317499,2016-11-26
317499,2016-12-31
317499,2017-01-01
317499,2017-01-02
317499,2017-01-29
317499,2017-02-27
317499,2017-03-11
317499,2017-03-23
317499,2017-04-02
317499,2017-04-08
317499,2017-04-09
317499,2017-04-17
317499,2017-04-22
317499,2017-05-10
317499,2017-05-12
317499,2017-05-14
317499,2017-05-18
317499,2017-05-26
317499,2017-05-29
317499,2017-06-18
317499,2017-06-25
317499,2017-07-01
317499,2017-07-02
317499,2017-07-16
317499,2017-07-23
317499,2017-08-27
317499,2017-09-03
317499,2017-09-17
317499,2017-09-28
317499,2017-10-01
317499,2017-10-04
317499,2017-10-08
317499,2017-10-14
317499,2017-10-15
317499,2017-10-29
317499,2017-11-13
317499,2017-11-26
317499,2017-12-02
317499,2017-12-03
317499,2017-12-07
317499,2018-01-01
317499,2018-01-08
317499,2018-02-17
317499,2018-02-25
317499,2018-03-04
317499,2018-03-25
317499,2018-04-01
317499,2018-04-09
317499,2018-04-16
317499,2018-04-29
317499,2018-05-18
317499,2018-05-20
317499,2018-05-26
317499,2018-05-28
317499,2018-06-03
317499,2018-06-09
317499,2018-06-10
317499,2018-06-17
317499,2018-07-02
317499,2018-07-12
317499,2018-07-17
317499,2018-07-21
317499,2018-07-25
317499,2018-07-29
317499,2018-08-02
317499,2018-08-05
317499,2018-08-11
317499,2018-08-14
317499,2018-08-19
317499,2018-08-26
317499,2018-08-29
317499,2018-08-31
317499,2018-09-09
317499,2018-09-15
317499,2018-09-16
317499,2018-09-28
317499,2018-09-30
317499,2018-10-08
317499,2018-10-14
317499,2018-10-19
317499,2018-10-20
317499,2018-10-21
317499,2018-10-28
317499,2018-11-04
317499,2018-11-11
317499,2018-11-12
317499,2018-11-17
317499,2018-12-09
317499,2018-12-14
317499,2018-12-15
317499,2018-12-16
317499,2018-12-28
317499,2019-01-02
317499,2019-02-24
317499,2019-03-03
317499,2019-03-06
317499,2019-03-17
317499,2019-03-18
317499,2019-03-24
317499,2019-03-31
317499,2019-04-07
317499,2019-04-14
317499,2019-04-28
317499,2019-05-05
317499,2019-05-19
317499,2019-05-29
317499,2019-06-01
317499,2019-06-02
317499,2019-06-16
317499,2019-06-22
317499,2019-06-23
317499,2019-06-30
317499,2019-07-12
317499,2019-07-14
317499,2019-07-19
317499,2019-07-20
317499,2019-07-26
317499,2019-08-11
317499,2019-08-13
317499,2019-08-18
317499,2019-09-02
317499,2019-09-09
317499,2019-09-13
317499,2019-09-14
317499,2019-09-15
317499,2019-09-27
317499,2019-09-29
317499,2019-10-05
317499,2019-10-06
317499,2019-10-17
317499,2019-10-20
317499,2019-11-02
317499,2019-11-03
317499,2019-12-08
317499,2019-12-30
317499,2020-08-30
322640,2012-02-16
322640,2012-04-25
322640,2012-05-28
322640,2012-06-04
322640,2012-06-10
322640,2012-06-14
322640,2012-07-08
322640,2012-08-13
322640,2012-08-20
322640,2012-08-27
322640,2012-09-05
322640,2012-09-14
322640,2012-09-20
322640,2012-10-09
322640,2012-10-16
322640,2012-10-24
322640,2012-10-28
322640,2012-11-25
322640,2012-12-25
322640,2013-04-15
322640,2013-04-19
322640,2013-05-09
322640,2013-05-20
322640,2013-05-29
322640,2013-06-10
322640,2013-08-10
322640,2013-08-14
322640,2013-10-28
322640,2013-11-18
322640,2013-11-30
322640,2013-12-10
322640,2013-12-17
322640,2013-12-27
322640,2014-01-03
322640,2014-01-06
322640,2014-04-15
322640,2014-05-15
322640,2014-06-17
322640,2014-07-24
322640,2014-08-13
322640,2014-08-19
322640,2014-09-02
322640,2014-09-25
322640,2014-09-30
322640,2014-12-27
322640,2014-12-30
322640,2015-01-19
322640,2015-04-12
322640,2015-05-16
322640,2015-05-19
322640,2015-05-25
322640,2015-06-15
322640,2015-07-12
322640,2015-08-08
322640,2015-09-08
322640,2015-09-21
322640,2015-09-24
322640,2015-10-18
322640,2015-10-25
322640,2015-11-03
322640,2015-11-08
322640,2015-11-19
322640,2016-01-01
322640,2016-02-11
322640,2016-05-01
322640,2016-05-09
322640,2016-05-17
322640,2016-05-23
322640,2016-06-08
322640,2016-06-23
322640,2016-07-18
322640,2016-08-12
322640,2016-08-18
322640,2016-09-01
322640,2016-09-04
322640,2016-09-30
322640,2016-10-03
322640,2016-10-11
322640,2016-10-16
322640,2016-10-25
322640,2016-10-30
322640,2016-11-07
322640,2016-11-20
322640,2016-11-28
322640,2016-12-27
322640,2017-01-03
322640,2017-01-13
322640,2017-03-14
322640,2017-04-04
322640,2017-04-09
322640,2017-05-15
322640,2017-05-30
322640,2017-08-14
322640,2017-08-19
322640,2017-08-27
322640,2017-09-01
322640,2017-09-04
322640,2017-10-02
322640,2017-11-11
322640,2017-11-24
322640,2017-12-19
322640,2018-01-21
322640,2018-02-06
322640,2018-02-20
322640,2018-05-03
322640,2018-05-07
322640,2018-05-22
322640,2018-05-29
322640,2018-06-03
322640,2018-06-15
322640,2018-06-18
322640,2018-06-25
322640,2018-07-02
322640,2018-07-05
322640,2018-07-08
322640,2018-07-17
322640,2018-07-20
322640,2018-07-24
322640,2018-07-30
322640,2018-08-08
322640,2018-08-12
322640,2018-08-16
322640,2018-08-21
322640,2018-09-11
322640,2018-09-17
322640,2018-09-21
322640,2018-09-24
322640,2018-10-08
322640,2018-10-16
322640,2018-10-29
322640,2018-11-18
322640,2018-12-16
322640,2018-12-21
322640,2018-12-29
322640,2019-03-30
322640,2019-04-24
322640,2019-04-29
322640,2019-05-11
322640,2019-05-14
322640,2019-05-27
322640,2019-09-03
322640,2019-09-10
322640,2019-09-14
