listing_id,date
164448,2018-06-28
164448,2018-06-29
164448,2018-07-06
164448,2018-07-13
164448,2018-07-16
164448,2018-07-20
164448,2018-07-26
164448,2018-07-26
164448,2018-07-26
164448,2018-07-26
164448,2018-07-27
164448,2018-07-27
164448,2018-07-27
164448,2018-08-14
164448,2018-08-20
164448,2018-08-24
164448,2018-08-28
164448,2018-08-31
164448,2018-09-03
164448,2018-09-20
164448,2018-09-29
164448,2018-10-07
164448,2018-10-17
164448,2018-10-21
164448,2018-10-24
164448,2018-11-19
164448,2018-11-25
164448,2018-11-28
164448,2018-12-03
164448,2018-12-17
164448,2018-12-22
164448,2018-12-26
164448,2018-12-29
164448,2019-01-20
164448,2019-02-11
164448,2019-02-28
164448,2019-03-10
164448,2019-03-16
164448,2019-03-30
164448,2019-04-14
164448,2019-04-22
164448,2019-04-27
164448,2019-04-30
164448,2019-05-04
164448,2019-05-08
164448,2019-05-12
164448,2019-05-19
164448,2019-05-22
164448,2019-05-27
164448,2019-05-30
164448,2019-06-02
164448,2019-06-08
164448,2019-06-13
164448,2019-06-16
164448,2019-06-19
164448,2019-06-27
164448,2019-07-01
164448,2019-07-11
164448,2019-07-26
164448,2019-07-30
164448,2019-08-02
164448,2019-08-05
164448,2019-08-09
164448,2019-08-13
164448,2019-08-18
164448,2019-08-21
164448,2019-08-24
164448,2019-08-27
164448,2019-08-30
164448,2019-09-04
164448,2019-09-08
164448,2019-09-14
164448,2019-09-18
164448,2019-09-22
164448,2019-09-26
164448,2019-10-02
164448,2019-10-13
164448,2019-10-21
164448,2019-10-25
164448,2019-11-15
164448,2019-11-19
164448,2019-11-29
164448,2019-12-09
164448,2019-12-31
164448,2020-01-05
164448,2020-01-29
170651,2011-08-14
170651,2011-09-02
170651,2011-09-29
170651,2011-12-14
170651,2012-03-17
170651,2012-04-12
170651,2012-05-21
170651,2012-07-10
170651,2012-07-18
170651,2012-08-04
170651,2013-05-13
170651,2013-05-27
170651,2013-08-16
170651,2014-12-27
170651,2015-04-21
170651,2015-04-24
170651,2015-08-04
170651,2015-08-15
170651,2015-08-25
170651,2016-06-12
170651,2016-07-23
170651,2017-06-26
170651,2017-07-03
170651,2017-07-23
170651,2017-09-03
170651,2018-09-22
170651,2018-12-02
170651,2019-01-25
170651,2019-05-01
170651,2019-05-12
170651,2019-05-20
170651,2019-06-03
170651,2019-09-01
170651,2020-03-09
206221,2011-11-30
206221,2011-12-16
206221,2012-02-02
206221,2012-04-25
206221,2012-05-02
206221,2012-06-05
206221,2012-06-11
206221,2012-06-18
206221,2012-06-25
206221,2012-08-14
206221,2012-08-22
206221,2012-09-03
206221,2012-09-11
206221,2012-11-07
206221,2012-11-27
206221,2013-08-08
206221,2013-09-13
206221,2013-10-08
206221,2014-05-04
206221,2014-05-12
206221,2014-05-28
206221,2014-06-15
206221,2014-08-21
206221,2014-08-29
206221,2014-09-23
206221,2014-09-27
206221,2014-10-21
206221,2015-06-19
206221,2015-08-12
206221,2015-09-11
206221,2015-09-17
206221,2015-10-05
206221,2015-10-13
206221,2015-10-18
206221,2015-11-16
206221,2016-01-25
206221,2016-02-14
206221,2016-05-15
206221,2016-05-28
206221,2016-06-07
206221,2016-06-28
206221,2016-08-25
206221,2016-08-29
206221,2016-09-05
206221,2017-04-30
206221,2017-05-08
206221,2017-05-15
206221,2017-05-21
206221,2017-06-01
206221,2017-06-14
206221,2017-08-19
206221,2017-08-25
206221,2017-08-30
206221,2017-09-05
206221,2017-09-16
206221,2017-10-23
206221,2018-02-04
206221,2018-03-12
206221,2018-05-14
206221,2018-06-02
206221,2018-06-05
206221,2018-07-04
206221,2018-08-03
206221,2018-08-28
206221,2018-09-03
206221,2018-09-10
206221,2018-10-16
206221,2018-10-22
206221,2019-02-04
206221,2019-02-10
206221,2019-03-11
206221,2019-03-18
206221,2019-05-05
206221,2019-05-26
206221,2019-06-02
206221,2019-06-07
206221,2019-06-11
206221,2019-08-13
206221,2019-12-08
220851,2011-09-29
220851,2011-10-16
220851,2012-05-08
220851,2012-06-03
220851,2012-06-18
220851,2012-08-27
220851,2014-04-29
220851,2014-06-02
220851,2014-09-01
220851,2015-01-04
220851,2015-02-05
220851,2015-04-30
220851,2015-08-31
220851,2015-09-07
220851,2015-10-06
220851,2015-11-15
220851,2016-02-12
220851,2016-03-15
220851,2016-05-07
220851,2016-05-15
220851,2016-05-22
220851,2016-05-27
220851,2016-06-13
220851,2016-08-26
220851,2016-09-01
220851,2016-09-08
220851,2016-09-22
220851,2017-05-01
220851,2017-05-07
220851,2017-08-16
220851,2017-08-21
220851,2017-08-28
220851,2017-08-31
220851,2017-09-08
220851,2017-09-24
220851,2018-11-19
220851,2018-12-16
220851,2019-01-23
220851,2019-02-11
220851,2019-03-12
220851,2019-04-16
220851,2019-06-21
220851,2019-08-04
220851,2019-08-17
220851,2019-08-23
220851,2019-10-07
220851,2020-02-05
220851,2020-10-02
238411,2011-11-28
238411,2012-01-03
238411,2012-04-07
238411,2012-04-12
238411,2012-04-14
238411,2012-04-17
238411,2012-05-02
238411,2012-05-05
238411,2012-05-08
238411,2012-05-12
238411,2012-05-23
238411,2012-05-28
238411,2012-06-02
238411,2012-06-09
238411,2012-06-21
238411,2012-06-26
238411,2012-07-06
238411,2012-08-06
238411,2012-08-19
238411,2012-08-28
238411,2012-09-03
238411,2012-09-06
238411,2012-09-19
238411,2012-09-26
238411,2012-09-29
238411,2012-10-14
238411,2012-10-30
238411,2012-11-03
238411,2012-11-19
238411,2012-11-23
238411,2012-11-28
238411,2012-12-11
238411,2012-12-17
238411,2013-01-05
238411,2013-02-02
238411,2013-02-11
238411,2013-02-18
238411,2013-02-26
238411,2013-03-07
238411,2013-03-12
238411,2013-03-25
238411,2013-04-06
238411,2013-04-15
238411,2013-04-22
238411,2013-04-29
238411,2013-05-05
238411,2013-05-17
238411,2013-05-20
238411,2013-05-29
238411,2013-06-04
238411,2013-06-18
238411,2013-07-20
238411,2013-09-17
238411,2013-11-18
238411,2014-01-27
238411,2014-04-16
238411,2014-05-08
238411,2014-05-09
238411,2014-05-12
238411,2014-05-23
238411,2014-06-13
238411,2014-06-16
238411,2014-06-27
238411,2014-06-30
238411,2014-07-07
238411,2014-08-15
238411,2014-08-18
238411,2014-08-21
238411,2014-09-09
238411,2014-09-16
238411,2014-09-29
238411,2014-10-16
238411,2014-10-20
238411,2014-12-02
238411,2015-05-03
238411,2015-05-17
238411,2015-05-22
238411,2015-05-26
238411,2015-06-01
238411,2015-08-14
238411,2015-08-19
238411,2015-08-30
238411,2015-09-10
238411,2015-09-18
238411,2015-09-29
238411,2015-10-17
238411,2015-11-16
238411,2016-02-14
238411,2016-04-08
238411,2016-04-29
238411,2016-05-04
238411,2016-05-11
238411,2016-05-14
238411,2016-05-24
238411,2016-05-28
238411,2016-06-01
238411,2016-06-05
238411,2016-06-11
238411,2016-06-14
238411,2016-06-19
238411,2016-06-22
238411,2016-07-13
238411,2016-08-31
238411,2016-09-04
238411,2016-09-11
238411,2016-09-15
238411,2016-09-18
238411,2016-09-22
238411,2016-09-26
238411,2016-10-02
238411,2016-11-01
238411,2016-12-13
242188,2012-02-13
242188,2012-02-23
242188,2012-02-28
242188,2012-05-08
242188,2012-05-12
242188,2012-05-19
242188,2012-05-30
242188,2012-06-05
242188,2012-06-14
242188,2012-06-22
242188,2012-06-28
242188,2012-07-09
242188,2012-08-13
242188,2012-08-21
242188,2012-08-25
242188,2012-09-14
242188,2012-09-17
242188,2012-09-23
242188,2012-09-26
242188,2012-09-30
242188,2012-10-19
242188,2012-11-04
242188,2012-12-02
242188,2013-02-11
242188,2013-04-25
242188,2013-05-10
242188,2013-05-14
242188,2013-06-06
242188,2013-06-16
242188,2013-06-18
242188,2013-06-26
242188,2013-08-04
242188,2013-08-06
242188,2013-08-15
242188,2013-09-16
242188,2013-09-24
242188,2013-09-28
242188,2013-10-06
242188,2013-10-14
242188,2013-10-20
242188,2014-03-11
242188,2014-04-20
242188,2014-05-27
242188,2014-06-05
242188,2014-06-26
242188,2014-06-29
242188,2014-07-02
242188,2014-07-12
242188,2014-07-28
242188,2014-11-01
242188,2014-11-18
242188,2015-02-08
242188,2015-03-17
242188,2015-04-04
242188,2015-05-19
242188,2015-05-30
242188,2015-06-08
242188,2015-06-30
242188,2015-07-03
242188,2015-07-09
242188,2015-07-13
242188,2015-07-17
242188,2015-07-29
242188,2015-08-02
242188,2015-08-10
242188,2015-08-21
242188,2015-08-25
242188,2015-08-27
242188,2015-08-30
242188,2015-09-01
242188,2015-09-04
242188,2015-09-12
242188,2015-09-15
242188,2015-09-17
242188,2015-09-19
242188,2015-09-25
242188,2015-09-28
242188,2015-10-03
242188,2015-10-05
242188,2015-10-08
242188,2015-10-13
242188,2015-10-17
242188,2015-10-20
242188,2015-10-24
242188,2015-10-30
242188,2015-11-05
242188,2015-11-09
242188,2015-11-25
242188,2015-12-05
242188,2015-12-07
242188,2015-12-12
242188,2015-12-15
242188,2015-12-19
242188,2015-12-22
242188,2016-01-05
242188,2016-01-06
242188,2016-01-12
242188,2016-01-16
242188,2016-01-19
242188,2016-01-24
242188,2016-01-27
242188,2016-01-29
242188,2016-01-31
242188,2016-02-03
242188,2016-02-09
242188,2016-02-13
242188,2016-02-20
242188,2016-02-22
242188,2016-02-28
242188,2016-03-05
242188,2016-03-08
242188,2016-03-10
242188,2016-03-12
242188,2016-03-16
242188,2016-03-24
242188,2016-05-03
242188,2016-05-06
242188,2016-05-15
242188,2016-05-19
242188,2016-05-22
242188,2016-05-26
242188,2016-05-28
242188,2016-05-31
242188,2016-06-02
242188,2016-06-05
242188,2016-07-01
242188,2016-07-15
242188,2016-08-01
242188,2016-08-04
242188,2016-08-07
242188,2016-08-16
242188,2016-08-25
242188,2016-08-29
242188,2016-09-02
242188,2016-09-06
242188,2016-09-09
242188,2016-09-12
242188,2016-09-17
242188,2016-09-24
242188,2016-09-27
242188,2016-09-29
242188,2016-10-04
242188,2016-10-11
242188,2016-10-14
242188,2016-10-20
242188,2016-10-24
242188,2016-10-29
242188,2016-11-14
242188,2016-11-21
242188,2016-11-24
242188,2016-11-27
242188,2016-12-01
242188,2016-12-11
242188,2016-12-16
242188,2016-12-18
242188,2017-01-13
242188,2017-02-11
242188,2017-02-15
242188,2017-02-18
242188,2017-03-12
242188,2017-03-18
242188,2017-03-24
242188,2017-03-29
242188,2017-04-02
242188,2017-04-04
242188,2017-04-10
242188,2017-04-13
242188,2017-04-21
242188,2017-04-26
242188,2017-05-01
242188,2017-05-05
242188,2017-05-07
242188,2017-05-20
242188,2017-05-23
242188,2017-05-28
242188,2017-06-02
242188,2017-06-08
242188,2017-06-14
242188,2017-06-18
242188,2017-06-23
242188,2017-07-01
242188,2017-07-03
242188,2017-07-09
242188,2017-07-13
242188,2017-07-20
242188,2017-07-25
242188,2017-08-09
242188,2017-08-13
242188,2017-08-18
242188,2017-08-21
242188,2017-08-23
242188,2017-08-27
242188,2017-09-02
242188,2017-09-07
242188,2017-09-12
242188,2017-09-15
242188,2017-09-19
242188,2017-09-22
242188,2017-09-25
242188,2017-09-29
242188,2017-10-02
242188,2017-10-06
242188,2017-10-10
242188,2017-10-15
242188,2017-10-21
242188,2017-10-27
242188,2017-10-30
242188,2017-11-01
242188,2017-11-05
242188,2017-11-12
242188,2017-11-26
242188,2017-11-29
242188,2017-12-03
242188,2017-12-07
242188,2017-12-09
242188,2017-12-15
242188,2017-12-18
242188,2018-02-12
242188,2018-02-17
242188,2018-02-19
242188,2018-03-04
242188,2018-03-11
242188,2018-03-22
242188,2018-03-28
242188,2018-03-30
242188,2018-04-14
242188,2018-04-29
242188,2018-05-07
242188,2018-05-22
242188,2018-05-24
242188,2018-06-14
242188,2018-06-19
242188,2018-06-25
242188,2018-06-27
242188,2018-07-01
242188,2018-07-06
242188,2018-07-09
242188,2018-07-13
242188,2018-07-15
242188,2018-07-20
242188,2018-08-09
242188,2018-08-14
242188,2018-08-16
242188,2018-08-24
242188,2018-08-28
242188,2018-10-27
242188,2018-11-01
242188,2018-11-09
242188,2018-11-21
242188,2018-11-25
242188,2018-12-16
242188,2018-12-24
242188,2019-01-22
242188,2019-02-07
242188,2019-02-10
242188,2019-02-12
242188,2019-02-17
242188,2019-02-25
242188,2019-03-06
242188,2019-03-10
242188,2019-03-13
242188,2019-03-17
242188,2019-03-20
242188,2019-03-24
242188,2019-04-21
242188,2019-04-30
242188,2019-05-07
242188,2019-05-13
242188,2019-05-19
242188,2019-05-21
242188,2019-05-23
242188,2019-05-26
242188,2019-05-28
242188,2019-05-30
242188,2019-06-02
242188,2019-06-10
242188,2019-06-14
242188,2019-06-16
242188,2019-06-20
242188,2019-06-23
242188,2019-07-02
242188,2019-07-09
242188,2019-07-12
242188,2019-07-29
242188,2019-08-13
242188,2019-08-19
242188,2019-08-31
242188,2019-09-05
242188,2019-09-08
242188,2019-09-11
242188,2019-09-13
242188,2019-09-16
242188,2019-09-19
242188,2019-09-21
242188,2019-09-23
242188,2019-09-26
242188,2019-09-29
242188,2019-10-07
242188,2019-10-13
242188,2019-10-28
242188,2019-11-10
242188,2019-11-17
242188,2019-11-24
242188,2019-12-02
242188,2019-12-08
242188,2019-12-15
242188,2019-12-17
242188,2020-01-27
242188,2020-02-07
259722,2012-03-01
259722,2012-04-03
259722,2012-05-03
259722,2012-07-01
259722,2012-08-22
259722,2012-09-30
259722,2013-05-27
259722,2013-06-03
259722,2013-08-04
259722,2014-06-01
259722,2014-06-17
259722,2014-09-04
259722,2015-01-01
259722,2015-04-14
259722,2015-05-14
259722,2016-09-25
259722,2016-09-30
259722,2017-01-02
259722,2017-04-14
259722,2018-06-09
259722,2018-09-14
259722,2019-02-07
259722,2019-05-13
259722,2019-11-10
259722,2020-01-04
259722,2020-05-02
273906,2012-07-19
273906,2013-01-01
273906,2013-08-03
273906,2015-05-15
273906,2016-06-14
273906,2016-09-12
273906,2017-07-31
273906,2018-07-07
278311,2011-12-16
278311,2012-03-04
278311,2012-05-28
278311,2012-06-03
278311,2012-06-08
278311,2012-07-09
278311,2012-07-21
278311,2012-07-26
278311,2012-08-21
278311,2012-08-28
278311,2012-09-04
278311,2012-09-25
278311,2012-10-08
278311,2012-10-20
278311,2012-11-18
278311,2012-12-25
278311,2013-01-05
278311,2013-03-04
278311,2013-03-23
278311,2013-03-26
278311,2013-04-07
278311,2013-04-12
278311,2013-04-22
278311,2013-05-05
278311,2013-05-09
278311,2013-06-04
278311,2013-06-26
278311,2013-07-09
278311,2013-07-14
278311,2013-08-20
278311,2013-09-13
278311,2013-09-29
278311,2013-10-09
278311,2013-10-20
278311,2013-11-18
278311,2014-06-17
278311,2014-08-18
278311,2014-09-05
278311,2015-06-16
278311,2015-07-29
278311,2016-03-16
278311,2016-03-20
278311,2016-04-09
278311,2017-05-26
278311,2018-07-18
278311,2018-07-21
278311,2018-08-19
278311,2018-09-23
278311,2018-09-30
278311,2019-05-19
278311,2019-06-22
278311,2019-09-06
278311,2020-08-16
299154,2013-06-16
299154,2013-06-20
299154,2013-06-22
299154,2013-07-01
299154,2013-07-05
299154,2013-07-11
299154,2013-07-12
299154,2013-07-15
299154,2013-07-16
299154,2013-07-18
299154,2013-07-24
299154,2013-07-29
299154,2013-07-30
299154,2013-08-07
299154,2013-08-10
299154,2013-08-13
299154,2013-08-19
299154,2013-08-21
299154,2013-08-28
299154,2013-08-31
299154,2013-09-03
299154,2013-09-07
299154,2013-09-25
299154,2013-10-01
299154,2013-10-07
299154,2013-10-20
299154,2013-10-22
299154,2013-10-26
299154,2013-11-12
299154,2013-11-23
299154,2013-11-26
299154,2013-11-30
299154,2013-12-10
299154,2013-12-21
299154,2013-12-24
299154,2014-01-03
299154,2014-01-28
299154,2014-02-03
299154,2014-02-07
299154,2014-02-08
299154,2014-02-17
299154,2014-03-28
299154,2014-04-04
299154,2014-04-13
299154,2014-04-16
299154,2014-04-30
299154,2014-05-13
299154,2014-05-16
299154,2014-05-19
299154,2014-05-31
299154,2014-06-02
299154,2014-06-06
299154,2014-06-14
299154,2014-06-26
299154,2014-06-29
299154,2014-07-06
299154,2014-07-08
299154,2014-07-14
299154,2014-08-03
299154,2014-08-09
299154,2014-08-16
299154,2014-08-26
299154,2014-08-28
299154,2014-09-01
299154,2014-09-02
299154,2014-09-06
299154,2014-09-09
299154,2014-09-10
299154,2014-09-14
299154,2014-09-17
299154,2014-09-19
299154,2014-09-22
299154,2014-09-25
299154,2014-09-28
299154,2014-10-07
299154,2014-10-10
299154,2014-10-23
299154,2014-10-25
299154,2014-10-27
299154,2014-10-30
299154,2014-11-06
299154,2014-11-07
299154,2014-11-15
299154,2014-11-17
299154,2014-11-18
299154,2014-11-24
299154,2014-11-27
299154,2014-11-30
299154,2014-12-02
299154,2014-12-05
299154,2014-12-07
299154,2014-12-09
299154,2014-12-21
299154,2014-12-26
299154,2015-01-07
299154,2015-01-08
299154,2015-01-23
299154,2015-01-25
299154,2015-01-29
299154,2015-02-02
299154,2015-02-15
299154,2015-02-23
299154,2015-02-26
299154,2015-03-05
299154,2015-03-20
299154,2015-03-21
299154,2015-03-23
299154,2015-03-26
299154,2015-03-31
299154,2015-04-07
299154,2015-04-09
299154,2015-04-12
299154,2015-04-20
299154,2015-04-24
299154,2015-04-26
299154,2015-04-29
299154,2015-05-08
299154,2015-05-10
299154,2015-05-17
299154,2015-05-19
299154,2015-05-20
299154,2015-05-21
299154,2015-05-25
299154,2015-05-27
299154,2015-06-04
299154,2015-06-13
299154,2015-06-15
299154,2015-06-18
299154,2015-06-23
299154,2015-06-27
299154,2015-07-06
299154,2015-07-09
299154,2015-07-11
299154,2015-07-15
299154,2015-07-17
299154,2015-07-19
299154,2015-07-21
299154,2015-07-23
299154,2015-07-27
299154,2015-07-30
299154,2015-07-31
299154,2015-08-01
299154,2015-08-03
299154,2015-08-09
299154,2015-08-12
299154,2015-08-14
299154,2015-08-16
299154,2015-08-17
299154,2015-08-19
299154,2015-08-20
299154,2015-08-22
299154,2015-08-27
299154,2015-08-30
299154,2015-09-06
299154,2015-09-09
299154,2015-09-11
299154,2015-09-13
299154,2015-09-14
299154,2015-09-18
299154,2015-09-20
299154,2015-09-23
299154,2015-09-24
299154,2015-09-28
299154,2015-09-30
299154,2015-10-02
299154,2015-10-04
299154,2015-10-07
299154,2015-10-10
299154,2015-10-11
299154,2015-10-13
299154,2015-10-15
299154,2015-10-24
299154,2015-11-02
299154,2015-11-06
299154,2015-11-10
299154,2015-11-11
299154,2015-11-13
299154,2015-11-16
299154,2015-11-18
299154,2015-11-22
299154,2015-11-27
299154,2015-11-29
299154,2015-12-05
299154,2015-12-07
299154,2015-12-08
299154,2015-12-11
299154,2015-12-12
299154,2015-12-13
299154,2015-12-14
299154,2015-12-19
299154,2015-12-21
299154,2015-12-24
299154,2015-12-29
299154,2016-01-01
299154,2016-01-05
299154,2016-01-10
299154,2016-01-20
299154,2016-01-31
299154,2016-02-21
299154,2016-02-28
299154,2016-03-06
299154,2016-03-13
299154,2016-03-20
299154,2016-03-27
299154,2016-03-30
299154,2016-04-07
299154,2016-04-11
299154,2016-04-14
299154,2016-04-19
299154,2016-04-22
299154,2016-04-26
299154,2016-04-27
299154,2016-04-30
299154,2016-05-06
299154,2016-05-08
299154,2016-05-09
299154,2016-05-12
299154,2016-05-13
299154,2016-05-15
299154,2016-05-17
299154,2016-05-19
299154,2016-05-25
299154,2016-05-26
299154,2016-05-27
299154,2016-05-30
299154,2016-06-01
299154,2016-06-04
299154,2016-06-05
299154,2016-06-10
299154,2016-06-12
299154,2016-06-15
299154,2016-06-16
299154,2016-06-18
299154,2016-06-19
299154,2016-06-21
299154,2016-06-22
299154,2016-06-23
299154,2016-06-28
299154,2016-07-01
299154,2016-07-04
299154,2016-07-06
299154,2016-07-08
299154,2016-07-10
299154,2016-07-15
299154,2016-07-17
299154,2016-07-19
299154,2016-07-21
299154,2016-07-26
299154,2016-07-28
299154,2016-08-07
299154,2016-08-07
299154,2016-08-09
299154,2016-08-12
299154,2016-08-14
299154,2016-08-20
299154,2016-08-23
299154,2016-08-26
299154,2016-08-29
299154,2016-08-30
299154,2016-09-02
299154,2016-09-05
299154,2016-09-08
299154,2016-09-10
299154,2016-09-13
299154,2016-09-17
299154,2016-09-21
299154,2016-09-21
299154,2016-09-25
299154,2016-09-28
299154,2016-09-30
299154,2016-10-01
299154,2016-10-02
299154,2016-10-04
299154,2016-10-05
299154,2016-10-07
299154,2016-10-09
299154,2016-10-11
299154,2016-10-12
299154,2016-10-19
299154,2016-10-20
299154,2016-10-21
299154,2016-10-23
299154,2016-10-24
299154,2016-10-29
299154,2016-11-06
299154,2016-11-13
299154,2016-11-20
299154,2016-11-27
299154,2016-12-11
299154,2016-12-29
299154,2017-01-06
299154,2017-01-22
299154,2017-01-30
299154,2017-02-06
299154,2017-02-12
299154,2017-02-19
299154,2017-02-26
299154,2017-02-27
299154,2017-03-13
299154,2017-03-22
299154,2017-04-02
299154,2017-04-05
299154,2017-04-07
299154,2017-04-09
299154,2017-04-12
299154,2017-04-13
299154,2017-04-16
299154,2017-04-22
299154,2017-04-24
299154,2017-04-25
299154,2017-04-27
299154,2017-04-28
299154,2017-05-01
299154,2017-05-07
299154,2017-05-11
299154,2017-05-14
299154,2017-05-20
299154,2017-05-24
299154,2017-05-25
299154,2017-05-30
299154,2017-06-06
299154,2017-06-08
299154,2017-06-13
299154,2017-06-14
299154,2017-06-19
299154,2017-06-21
299154,2017-06-23
299154,2017-06-29
299154,2017-07-01
299154,2017-07-03
299154,2017-07-05
299154,2017-07-12
299154,2017-07-18
299154,2017-07-19
299154,2017-07-21
299154,2017-08-02
299154,2017-08-07
299154,2017-08-15
299154,2017-08-18
299154,2017-08-19
299154,2017-08-30
299154,2017-09-03
299154,2017-09-04
299154,2017-09-08
299154,2017-09-10
299154,2017-09-11
299154,2017-09-13
299154,2017-09-15
299154,2017-09-27
299154,2017-09-29
299154,2017-10-05
299154,2017-10-08
299154,2017-10-11
299154,2017-10-13
299154,2017-10-16
299154,2017-10-20
299154,2017-11-04
299154,2017-11-11
299154,2017-11-12
299154,2017-11-19
299154,2017-12-03
299154,2017-12-08
299154,2017-12-12
299154,2017-12-17
299154,2018-01-21
299154,2018-02-11
299154,2018-02-25
299154,2018-03-25
299154,2018-04-01
299154,2018-04-10
299154,2018-04-17
299154,2018-04-19
299154,2018-04-24
299154,2018-04-25
299154,2018-05-03
299154,2018-05-06
299154,2018-05-08
299154,2018-05-12
299154,2018-05-15
299154,2018-05-16
299154,2018-05-19
299154,2018-05-21
299154,2018-05-27
299154,2018-05-31
299154,2018-06-10
299154,2018-06-13
299154,2018-06-17
299154,2018-06-21
299154,2018-06-23
299154,2018-06-28
299154,2018-07-03
299154,2018-07-05
299154,2018-07-08
299154,2018-07-14
299154,2018-07-17
299154,2018-07-22
299154,2018-07-24
