listing_id,date
261065,2017-10-26
261065,2017-12-08
261065,2017-12-24
261065,2018-01-01
261065,2018-05-16
261065,2018-08-31
261065,2018-09-14
261065,2018-12-17
261065,2019-01-01
261065,2019-02-27
261065,2019-05-27
261065,2019-07-02
261065,2019-08-04
261065,2019-08-25
261065,2019-09-27
261065,2019-10-19
261065,2019-10-26
261065,2019-11-03
261065,2019-11-30
261065,2020-01-31
261065,2020-09-15
261065,2020-10-19
336692,2017-07-02
336692,2017-11-11
336692,2018-11-22
336692,2019-06-13
336692,2019-06-21
336692,2019-07-03
336692,2019-07-14
336692,2019-08-09
336692,2019-08-31
365499,2012-07-03
365499,2012-11-09
365499,2012-11-18
365499,2012-12-01
365499,2013-05-31
365499,2013-06-10
365499,2013-08-07
365499,2013-10-05
365499,2014-06-01
365499,2014-07-19
365499,2014-09-02
365499,2014-10-02
365499,2014-10-10
365499,2014-12-08
365499,2015-02-27
365499,2015-03-07
365499,2015-04-25
365499,2015-06-08
365499,2015-06-19
365499,2015-06-22
365499,2015-06-30
365499,2015-07-03
365499,2015-07-13
365499,2015-08-27
365499,2015-09-06
365499,2015-10-13
365499,2015-10-31
365499,2015-12-01
365499,2015-12-22
365499,2016-02-08
365499,2016-02-25
365499,2016-03-06
365499,2016-03-13
365499,2016-07-31
365499,2016-10-02
365499,2016-10-23
365499,2016-11-07
365499,2017-05-08
365499,2017-07-03
365499,2017-08-05
365499,2017-08-06
365499,2017-08-14
365499,2018-02-05
365499,2018-02-09
365499,2018-02-12
365499,2018-02-16
365499,2018-02-26
365499,2018-04-14
365499,2018-06-04
365499,2018-06-06
365499,2018-06-10
365499,2018-07-08
365499,2018-08-13
365499,2018-08-29
365499,2018-09-07
365499,2018-10-28
365499,2018-11-12
365499,2018-11-26
365499,2018-11-30
365499,2018-12-02
365499,2018-12-06
365499,2018-12-11
365499,2018-12-17
365499,2018-12-20
365499,2018-12-23
365499,2018-12-27
365499,2019-02-05
365499,2019-02-08
365499,2019-02-16
365499,2019-02-17
365499,2019-02-28
365499,2019-03-10
365499,2019-03-23
365499,2019-04-01
365499,2019-04-02
365499,2019-04-06
365499,2019-04-13
365499,2019-04-15
365499,2019-04-16
365499,2019-04-18
365499,2019-04-21
365499,2019-04-23
365499,2019-04-29
365499,2019-04-30
365499,2019-05-03
365499,2019-05-13
365499,2019-05-14
365499,2019-05-15
365499,2019-05-16
365499,2019-05-17
365499,2019-05-21
365499,2019-05-23
365499,2019-05-24
365499,2019-05-28
365499,2019-05-31
365499,2019-06-08
365499,2019-06-10
365499,2019-06-11
365499,2019-06-12
365499,2019-06-14
365499,2019-06-22
365499,2019-06-24
365499,2019-06-27
365499,2019-06-30
365499,2019-07-03
365499,2019-07-10
365499,2019-07-11
365499,2019-07-12
365499,2019-07-20
365499,2019-08-14
365499,2019-08-15
365499,2019-08-16
365499,2019-08-17
365499,2019-08-19
365499,2019-08-20
365499,2019-08-23
365499,2019-08-26
365499,2019-09-17
365499,2019-09-19
365499,2019-10-02
365499,2019-10-04
365499,2019-10-05
365499,2019-10-18
365499,2019-11-01
365499,2019-11-03
365499,2019-11-09
365499,2019-11-10
365499,2019-11-21
365499,2019-11-23
365499,2019-11-29
365499,2019-12-01
365499,2019-12-02
365499,2019-12-04
365499,2019-12-06
365499,2019-12-09
365499,2019-12-11
365499,2019-12-25
365499,2020-01-24
365499,2020-01-28
365499,2020-01-29
365499,2020-01-30
365499,2020-02-06
365499,2020-02-10
365499,2020-02-11
365499,2020-02-12
365499,2020-02-13
365499,2020-02-14
365499,2020-02-17
365499,2020-02-18
365499,2020-02-20
365499,2020-02-27
365499,2020-02-28
365499,2020-03-01
365499,2020-03-02
365499,2020-03-03
365499,2020-03-04
365499,2020-03-07
365499,2020-03-10
365499,2020-03-12
365499,2020-03-13
365499,2020-03-14
365499,2020-03-15
365499,2020-08-12
365499,2020-08-14
365499,2020-08-28
365499,2020-08-30
365499,2020-09-13
365499,2020-09-14
365499,2020-09-20
365499,2020-09-28
413300,2014-02-08
413300,2014-07-30
413300,2014-08-01
413300,2014-08-11
413300,2014-09-08
413300,2014-11-10
413300,2014-11-11
413300,2014-11-11
413300,2014-11-11
413300,2014-11-11
413300,2015-07-03
413300,2015-07-08
413300,2015-07-17
413300,2015-07-19
413300,2015-07-20
413300,2015-07-23
413300,2015-08-15
413300,2015-08-18
413300,2015-08-21
413300,2015-08-24
413300,2015-08-27
413300,2015-08-29
413300,2015-09-01
413300,2015-09-04
413300,2015-09-07
413300,2015-09-09
413300,2015-09-12
413300,2015-09-16
413300,2015-09-19
413300,2015-09-22
413300,2015-09-26
413300,2015-10-31
413300,2015-11-02
413300,2015-11-14
413300,2015-11-15
413300,2015-11-21
413300,2015-11-28
413300,2015-12-01
413300,2017-04-17
413300,2017-07-02
413300,2018-10-03
413300,2020-01-02
413300,2020-02-23
413300,2020-03-01
490182,2018-04-29
490182,2018-12-30
490182,2019-08-01
490182,2019-12-22
490182,2020-03-17
490182,2020-05-31
490182,2020-07-31
490182,2020-08-30
674799,2013-07-02
674799,2015-02-23
674799,2015-05-11
674799,2015-05-19
674799,2015-06-30
674799,2015-08-01
674799,2015-12-29
674799,2016-08-01
674799,2016-09-04
674799,2017-07-03
674799,2017-10-07
674799,2017-12-03
674799,2018-01-02
674799,2018-05-08
674799,2018-06-15
674799,2018-06-26
674799,2018-07-02
674799,2018-08-21
674799,2018-09-02
674799,2018-09-08
674799,2018-09-18
674799,2018-09-27
674799,2018-09-30
674799,2018-10-08
674799,2018-10-19
674799,2018-10-22
674799,2018-11-05
674799,2018-11-15
674799,2019-01-25
674799,2019-03-11
674799,2019-05-19
674799,2019-05-25
674799,2019-06-02
674799,2019-06-14
674799,2019-06-24
674799,2019-08-04
674799,2019-08-19
674799,2019-09-20
674799,2019-09-22
674799,2019-09-29
674799,2019-10-04
674799,2019-10-14
678641,2012-09-09
678641,2012-09-17
678641,2012-09-22
678641,2012-09-24
678641,2012-09-26
678641,2012-10-01
678641,2012-10-05
678641,2012-10-29
678641,2012-11-04
678641,2012-11-13
678641,2012-11-26
678641,2012-12-08
678641,2012-12-17
678641,2013-01-02
678641,2013-01-12
678641,2013-01-14
678641,2013-01-27
678641,2013-02-16
678641,2013-03-24
678641,2013-05-09
678641,2013-05-16
678641,2013-05-20
678641,2013-05-28
678641,2013-06-05
678641,2013-06-11
678641,2013-06-20
678641,2013-07-23
678641,2013-10-02
678641,2013-10-05
678641,2013-10-06
678641,2013-10-08
678641,2013-10-21
678641,2013-11-16
678641,2013-12-10
678641,2013-12-25
678641,2014-01-01
678641,2014-01-02
678641,2014-01-26
678641,2014-02-17
678641,2014-03-06
678641,2014-04-07
678641,2014-04-14
678641,2014-04-24
678641,2014-05-26
678641,2014-07-13
678641,2014-07-18
678641,2014-08-05
678641,2014-08-07
678641,2014-08-17
678641,2014-09-15
678641,2014-09-28
678641,2014-10-04
678641,2015-01-05
678641,2015-01-18
678641,2015-02-07
678641,2015-02-17
678641,2015-04-09
678641,2015-04-19
678641,2015-05-17
678641,2015-05-22
678641,2015-06-01
678641,2015-06-06
678641,2015-08-16
678641,2015-08-25
678641,2015-09-04
678641,2015-09-08
678641,2015-09-18
678641,2015-09-21
678641,2015-09-23
678641,2015-10-13
678641,2015-11-14
678641,2015-11-22
678641,2016-01-05
678641,2016-03-31
678641,2016-04-27
678641,2016-04-29
678641,2016-05-16
678641,2016-05-22
678641,2016-05-29
678641,2016-06-10
678641,2016-07-04
678641,2016-08-12
678641,2016-09-27
678641,2016-10-01
678641,2016-10-04
678641,2016-12-15
678641,2017-02-05
678641,2017-04-29
678641,2017-05-09
678641,2017-05-21
678641,2017-05-26
678641,2017-05-28
678641,2017-06-23
678641,2017-07-11
678641,2017-08-20
678641,2017-09-04
678641,2017-09-17
678641,2017-09-20
678641,2017-10-08
678641,2017-11-13
678641,2018-02-08
678641,2018-02-25
678641,2018-04-21
678641,2018-05-02
678641,2018-05-13
678641,2018-05-19
678641,2018-05-28
678641,2018-06-02
678641,2018-06-18
678641,2018-07-13
678641,2018-08-24
678641,2018-10-07
678641,2018-10-12
678641,2018-10-23
678641,2018-11-09
678641,2018-11-15
678641,2018-12-22
678641,2019-05-04
678641,2019-05-11
678641,2019-05-17
678641,2019-05-24
678641,2019-05-26
678641,2019-06-05
678641,2019-06-24
678641,2019-12-15
678641,2020-01-31
682632,2015-10-25
682632,2016-01-08
682632,2016-05-31
682632,2016-08-05
682632,2018-03-31
682632,2019-08-06
682634,2015-03-09
682634,2016-03-10
682634,2020-08-04
685334,2012-11-11
685334,2013-08-26
685334,2017-06-25
685334,2017-07-03
764035,2013-04-08
764035,2013-04-16
764035,2013-06-07
764035,2013-08-08
764035,2013-09-24
764035,2013-10-03
764035,2013-10-10
764035,2013-10-28
764035,2013-12-30
764035,2014-03-23
764035,2014-06-27
764035,2014-07-29
764035,2014-08-05
764035,2015-05-07
764035,2015-05-25
764035,2015-06-03
764035,2015-06-07
764035,2015-06-18
764035,2015-07-23
764035,2015-08-18
764035,2015-08-25
764035,2015-08-30
764035,2015-09-12
764035,2015-09-15
764035,2015-09-21
764035,2015-10-12
764035,2015-10-30
764035,2015-11-08
764035,2016-01-24
764035,2016-02-03
764035,2016-02-07
764035,2016-02-15
764035,2016-03-06
764035,2016-03-23
764035,2016-03-27
764035,2016-05-23
764035,2016-05-31
764035,2016-06-29
764035,2020-04-30
793593,2013-01-29
793593,2013-04-27
793593,2013-05-21
793593,2013-07-16
793593,2013-09-16
793593,2013-10-01
793593,2013-10-12
793593,2013-10-15
793593,2013-11-18
793593,2013-11-25
793593,2013-12-14
793593,2014-02-03
793593,2014-02-10
793593,2014-04-22
793593,2014-04-30
793593,2014-05-20
793593,2014-05-23
793593,2014-05-26
793593,2014-06-09
793593,2014-06-29
793593,2014-07-15
793593,2014-07-20
793593,2014-07-22
793593,2014-07-26
793593,2014-07-29
793593,2014-07-31
793593,2014-08-10
793593,2014-08-21
793593,2014-08-24
793593,2014-08-31
793593,2014-09-16
793593,2014-09-20
793593,2014-09-29
793593,2015-05-05
793593,2015-05-17
793593,2015-05-21
793593,2015-06-07
793593,2015-06-18
793593,2015-06-23
793593,2015-07-07
793593,2015-07-11
793593,2015-07-17
793593,2015-07-20
793593,2015-07-25
793593,2015-08-02
793593,2015-08-10
793593,2015-08-17
793593,2015-09-21
793593,2015-10-02
793593,2015-10-05
793593,2015-10-27
793593,2015-11-10
793593,2015-11-15
793593,2015-12-01
793593,2015-12-25
793593,2016-01-02
793593,2016-01-25
793593,2016-02-16
793593,2016-03-01
793593,2016-03-09
793593,2016-03-18
793593,2016-03-24
793593,2016-03-28
793593,2016-05-13
793593,2016-05-29
793593,2016-06-13
793593,2016-06-18
793593,2016-06-19
793593,2016-07-02
793593,2016-07-13
793593,2016-07-17
793593,2016-07-26
793593,2016-08-01
793593,2016-08-10
793593,2016-08-26
793593,2016-09-18
793593,2016-09-22
793593,2016-10-02
793593,2016-10-10
793593,2016-10-26
793593,2016-11-06
793593,2016-11-19
793593,2016-12-27
793593,2017-01-01
793593,2017-02-05
793593,2017-02-26
793593,2017-03-05
793593,2017-04-01
793593,2017-04-16
793593,2017-04-30
793593,2017-05-07
793593,2017-05-28
793593,2017-06-03
793593,2017-06-15
793593,2017-07-27
793593,2017-08-03
793593,2017-08-07
793593,2017-08-12
793593,2017-08-26
793593,2017-08-29
793593,2017-09-23
793593,2017-09-25
793593,2017-11-28
793593,2018-01-01
793593,2018-01-03
793593,2018-04-30
793593,2018-05-06
793593,2018-05-19
793593,2018-05-22
793593,2018-05-28
793593,2018-05-31
793593,2018-06-15
793593,2018-06-23
793593,2018-06-27
793593,2018-07-15
793593,2018-07-26
793593,2018-08-05
793593,2018-08-20
793593,2018-08-30
793593,2018-09-03
793593,2018-09-16
793593,2018-09-30
793593,2018-10-09
793593,2018-10-16
793593,2018-10-20
793593,2018-10-23
793593,2018-11-18
793593,2018-12-30
793593,2019-02-19
793593,2019-03-20
793593,2019-04-20
793593,2019-05-26
793593,2019-06-08
793593,2019-06-23
793593,2019-06-30
793593,2019-07-07
793593,2019-07-13
793593,2019-08-20
793593,2019-08-24
793593,2019-09-02
793593,2019-09-19
793593,2019-10-24
793593,2019-10-27
793593,2019-11-04
793593,2019-11-28
793593,2019-12-27
793593,2020-03-19
793593,2020-04-23
793593,2020-07-01
793593,2020-10-12
875133,2013-01-13
875133,2013-02-22
875133,2013-05-06
875133,2013-05-09
875133,2013-05-21
875133,2013-05-25
875133,2013-05-26
875133,2013-05-27
875133,2013-07-03
875133,2013-07-15
875133,2013-08-03
875133,2013-08-15
875133,2013-08-18
875133,2013-08-28
875133,2013-09-18
875133,2013-09-24
875133,2013-10-08
875133,2013-10-31
875133,2013-11-09
875133,2013-12-29
875133,2014-01-15
875133,2014-01-28
875133,2014-02-06
875133,2014-02-08
875133,2014-03-02
875133,2014-05-16
875133,2014-07-02
875133,2014-08-12
875133,2014-08-31
875133,2014-09-11
875133,2014-09-15
875133,2014-09-21
875133,2014-09-26
875133,2014-10-05
875133,2014-10-12
875133,2014-10-17
875133,2014-11-16
875133,2015-01-02
875133,2015-01-07
875133,2015-03-30
875133,2015-04-15
875133,2015-05-07
875133,2015-05-13
875133,2015-05-18
875133,2015-05-21
875133,2015-05-31
875133,2015-07-03
875133,2015-08-04
875133,2015-08-22
875133,2015-09-01
875133,2015-09-07
875133,2015-12-31
875133,2016-01-14
875133,2016-01-21
875133,2016-04-01
875133,2016-04-03
875133,2016-04-11
875133,2016-04-14
875133,2016-04-18
875133,2016-05-01
875133,2016-05-05
875133,2016-05-09
875133,2016-05-11
875133,2016-05-18
875133,2016-05-22
875133,2016-06-20
875133,2016-06-28
875133,2016-06-30
875133,2016-06-30
875133,2016-07-04
875133,2016-07-15
875133,2016-08-02
875133,2016-08-04
875133,2016-08-06
875133,2016-08-08
875133,2016-08-12
875133,2016-08-15
875133,2016-08-17
875133,2016-08-20
875133,2016-08-22
875133,2016-08-30
875133,2016-08-30
875133,2016-10-02
875133,2016-10-05
875133,2016-10-09
875133,2016-10-10
875133,2016-10-14
875133,2016-10-18
875133,2016-10-21
875133,2016-12-04
875133,2016-12-18
875133,2016-12-31
875133,2017-01-09
875133,2017-01-31
875133,2017-02-13
875133,2017-04-16
875133,2017-05-20
875133,2017-05-27
875133,2017-06-16
875133,2017-06-25
875133,2017-07-13
875133,2017-07-30
875133,2017-08-31
875133,2017-09-07
875133,2017-09-10
875133,2017-10-20
875133,2017-11-06
875133,2017-11-18
875133,2018-05-13
875133,2018-07-10
875133,2018-08-14
875133,2018-09-14
875133,2018-10-08
875133,2019-04-24
875133,2019-09-07
875133,2019-09-11
875133,2019-11-17
902575,2013-05-27
902575,2015-05-19
902575,2015-06-01
902575,2015-08-01
902575,2016-07-02
902575,2016-09-25
902575,2016-09-28
902575,2017-05-06
943979,2013-04-19
943979,2013-04-29
943979,2013-05-01
943979,2013-05-06
943979,2013-05-14
943979,2013-05-19
943979,2013-05-20
943979,2013-05-21
943979,2013-08-12
943979,2013-08-14
943979,2013-08-17
943979,2013-08-19
943979,2013-08-25
943979,2013-09-04
943979,2013-09-19
943979,2013-09-22
943979,2013-09-29
943979,2013-10-06
943979,2013-10-11
943979,2013-10-15
943979,2013-10-20
943979,2013-10-21
943979,2013-11-08
943979,2013-11-12
943979,2013-11-19
943979,2013-12-02
943979,2013-12-30
943979,2014-01-30
943979,2014-02-03
943979,2014-02-15
943979,2014-02-16
943979,2014-02-18
943979,2014-02-19
943979,2014-02-24
943979,2014-03-05
943979,2014-03-13
943979,2014-03-29
943979,2014-04-27
943979,2014-05-05
943979,2014-05-11
943979,2014-05-12
943979,2014-05-16
943979,2014-05-19
943979,2014-05-21
943979,2014-05-25
943979,2014-05-30
943979,2014-06-04
943979,2014-06-11
943979,2014-06-15
943979,2014-06-20
943979,2014-06-26
943979,2014-06-27
943979,2014-07-07
943979,2014-07-11
943979,2014-07-14
943979,2014-07-17
943979,2014-07-22
943979,2014-08-01
943979,2014-08-16
943979,2014-08-22
943979,2014-08-26
943979,2014-08-28
943979,2014-09-04
943979,2014-09-10
943979,2014-09-13
943979,2014-10-03
943979,2014-10-15
943979,2014-10-18
943979,2014-10-20
943979,2014-10-24
943979,2014-10-25
943979,2014-11-04
943979,2014-11-08
943979,2014-11-12
943979,2014-11-15
943979,2014-11-17
943979,2014-11-22
943979,2014-11-28
943979,2014-12-10
943979,2014-12-23
943979,2015-01-16
943979,2015-01-21
943979,2015-01-29
943979,2015-02-02
943979,2015-02-07
943979,2015-02-09
943979,2015-02-13
943979,2015-02-16
943979,2015-02-23
943979,2015-03-12
943979,2015-03-15
943979,2015-03-24
943979,2015-03-29
943979,2015-04-02
943979,2015-04-08
943979,2015-04-14
943979,2015-04-21
943979,2015-04-26
943979,2015-04-29
943979,2015-05-01
943979,2015-05-07
943979,2015-05-11
943979,2015-05-14
943979,2015-05-19
943979,2015-05-26
943979,2015-05-27
943979,2015-05-30
943979,2015-06-01
943979,2015-06-03
943979,2015-06-08
943979,2015-06-11
943979,2015-06-13
943979,2015-06-17
943979,2015-06-21
943979,2015-06-28
943979,2015-06-30
943979,2015-07-06
943979,2015-07-08
943979,2015-07-14
943979,2015-07-19
943979,2015-07-20
943979,2015-07-25
943979,2015-07-31
943979,2015-08-05
943979,2015-08-07
943979,2015-08-10
943979,2015-08-13
943979,2015-08-17
943979,2015-08-19
943979,2015-08-22
943979,2015-08-26
943979,2015-08-30
943979,2015-09-02
943979,2015-09-05
943979,2015-09-11
943979,2015-09-23
943979,2015-10-08
943979,2015-10-09
943979,2015-10-30
943979,2015-11-18
943979,2015-11-21
943979,2015-12-02
943979,2015-12-06
943979,2015-12-12
943979,2015-12-24
943979,2016-01-03
943979,2016-01-09
943979,2016-02-22
943979,2016-02-28
943979,2016-03-05
943979,2016-03-08
943979,2016-03-10
943979,2016-03-12
943979,2016-03-21
943979,2016-03-30
943979,2016-06-04
943979,2016-06-05
943979,2016-06-12
943979,2016-06-16
943979,2016-06-17
943979,2016-06-20
943979,2016-07-03
943979,2016-07-09
943979,2016-07-10
943979,2016-07-14
943979,2016-07-20
943979,2016-07-22
943979,2016-07-22
943979,2016-07-27
943979,2016-07-29
943979,2016-08-01
943979,2016-08-02
943979,2016-08-04
943979,2016-08-07
943979,2016-08-15
943979,2016-08-17
943979,2016-08-18
943979,2016-08-21
943979,2016-08-21
943979,2016-09-03
943979,2016-09-05
943979,2016-09-09
943979,2016-09-11
943979,2016-09-17
943979,2016-09-18
943979,2016-09-20
943979,2016-09-24
943979,2016-09-30
943979,2016-10-02
943979,2016-11-20
943979,2016-11-27
943979,2016-12-08
943979,2016-12-27
943979,2017-01-01
943979,2017-02-05
943979,2017-02-12
943979,2017-02-18
943979,2017-02-19
943979,2017-02-22
943979,2017-02-26
943979,2017-04-16
943979,2017-04-27
943979,2017-05-08
943979,2017-05-14
943979,2017-05-16
943979,2017-05-17
943979,2017-05-20
943979,2017-05-21
943979,2017-05-22
943979,2017-05-24
943979,2017-05-28
943979,2017-06-02
943979,2017-06-10
943979,2017-06-11
943979,2017-06-14
943979,2017-06-16
943979,2017-06-18
943979,2017-06-30
943979,2017-07-04
943979,2017-07-04
943979,2017-07-08
943979,2017-07-11
943979,2017-07-15
943979,2017-07-22
943979,2017-07-25
943979,2017-07-30
943979,2017-08-04
943979,2017-08-14
943979,2017-08-16
943979,2017-08-17
943979,2017-08-20
943979,2017-08-22
943979,2017-08-31
943979,2017-09-29
943979,2017-10-02
943979,2017-10-04
943979,2017-10-08
943979,2017-10-29
943979,2017-11-05
943979,2017-11-28
943979,2018-01-31
943979,2018-02-11
943979,2018-02-19
943979,2018-02-25
943979,2018-03-11
943979,2018-05-27
943979,2018-06-10
943979,2018-11-16
943979,2019-02-15
943979,2019-02-16
943979,2019-02-21
943979,2019-03-03
943979,2019-03-09
943979,2019-03-10
943979,2019-03-14
943979,2019-03-17
943979,2019-03-25
943979,2019-03-29
943979,2019-03-31
943979,2019-04-14
943979,2019-04-21
943979,2019-04-25
943979,2019-05-03
943979,2019-05-05
943979,2019-05-12
943979,2019-05-20
943979,2019-05-24
943979,2019-06-03
943979,2019-06-05
943979,2019-06-09
943979,2019-06-14
943979,2019-06-24
943979,2019-06-26
943979,2019-07-05
943979,2019-08-05
943979,2019-08-08
943979,2019-08-10
943979,2019-08-15
943979,2019-08-19
943979,2019-08-23
943979,2019-09-07
943979,2019-09-15
943979,2019-09-19
943979,2019-09-22
943979,2019-10-14
943979,2019-10-24
943979,2020-01-01
943979,2020-01-04
943979,2020-08-31
987450,2013-05-03
987450,2013-05-06
987450,2013-05-22
987450,2013-06-02
987450,2013-11-01
987450,2013-11-24
987450,2013-12-15
987450,2013-12-30
987450,2014-01-01
987450,2014-02-12
987450,2014-02-18
987450,2014-03-02
987450,2014-03-25
987450,2014-03-31
987450,2014-04-07
987450,2014-04-20
987450,2014-05-13
987450,2014-05-16
987450,2014-05-22
987450,2014-05-27
987450,2014-05-30
987450,2014-06-03
987450,2014-06-14
987450,2014-07-03
987450,2014-07-10
987450,2014-07-12
987450,2014-07-22
987450,2014-09-06
987450,2014-09-08
987450,2014-09-12
987450,2014-09-22
987450,2014-10-10
987450,2014-10-12
987450,2014-10-14
987450,2014-10-16
987450,2014-10-28
987450,2014-11-04
987450,2014-11-09
987450,2014-11-11
987450,2014-11-20
987450,2014-12-02
987450,2014-12-23
987450,2015-01-11
987450,2015-01-18
987450,2015-01-27
987450,2015-02-17
987450,2015-02-20
987450,2015-02-23
987450,2015-02-24
987450,2015-03-16
987450,2015-03-19
987450,2015-04-09
987450,2015-04-26
987450,2015-05-01
987450,2015-05-16
987450,2015-05-17
987450,2015-05-23
987450,2015-05-25
987450,2015-06-04
987450,2015-06-07
987450,2015-06-09
987450,2015-06-11
987450,2015-06-13
987450,2015-06-16
987450,2015-06-20
987450,2015-06-29
987450,2015-06-30
987450,2015-07-06
987450,2015-07-07
987450,2015-07-09
987450,2015-07-11
987450,2015-07-13
987450,2015-07-16
987450,2015-07-26
987450,2015-07-30
987450,2015-08-01
987450,2015-08-04
987450,2015-08-10
987450,2015-08-25
987450,2015-08-28
987450,2015-08-30
987450,2015-08-31
987450,2015-09-02
987450,2015-09-08
987450,2015-09-12
987450,2015-09-21
987450,2015-09-24
987450,2015-09-25
987450,2015-11-17
987450,2015-11-23
987450,2015-12-01
987450,2015-12-20
987450,2015-12-25
987450,2016-03-16
987450,2016-03-18
987450,2016-03-21
987450,2016-03-21
987450,2016-03-23
987450,2016-03-27
987450,2016-04-05
987450,2016-04-09
987450,2016-04-17
987450,2016-04-22
987450,2016-05-15
987450,2016-05-18
987450,2016-05-20
987450,2016-05-22
987450,2016-05-23
987450,2016-05-25
987450,2016-05-27
987450,2016-05-29
987450,2016-06-21
987450,2016-06-21
987450,2016-06-23
987450,2016-06-24
987450,2016-07-02
987450,2016-07-04
987450,2016-07-07
987450,2016-07-10
987450,2016-07-16
987450,2016-07-17
987450,2016-07-28
987450,2016-07-31
987450,2016-08-02
987450,2016-08-07
987450,2016-08-08
987450,2016-08-12
987450,2016-08-14
987450,2016-08-15
987450,2016-08-18
987450,2016-08-22
987450,2016-08-24
987450,2016-08-31
987450,2016-09-02
987450,2016-09-05
987450,2016-09-08
987450,2016-09-11
987450,2016-09-14
987450,2016-09-16
987450,2016-09-21
987450,2016-09-24
987450,2016-09-25
987450,2016-09-28
987450,2016-10-03
987450,2016-10-04
987450,2016-10-07
987450,2016-10-14
987450,2016-10-16
987450,2016-10-25
987450,2016-10-26
987450,2016-10-29
987450,2016-11-05
987450,2016-11-13
987450,2016-11-19
987450,2016-11-20
987450,2016-11-27
987450,2016-12-09
987450,2016-12-17
987450,2016-12-23
987450,2016-12-24
987450,2016-12-28
987450,2016-12-29
987450,2017-01-01
987450,2017-01-08
987450,2017-01-15
987450,2017-02-22
987450,2017-02-26
987450,2017-03-12
987450,2017-03-15
987450,2017-03-17
987450,2017-03-19
987450,2017-03-25
987450,2017-03-26
987450,2017-03-28
987450,2017-04-02
987450,2017-04-10
987450,2017-04-14
987450,2017-04-17
987450,2017-04-28
987450,2017-05-10
987450,2017-05-22
987450,2017-05-26
987450,2017-05-27
987450,2017-05-28
987450,2017-05-31
987450,2017-06-10
987450,2017-06-11
987450,2017-06-14
987450,2017-06-18
987450,2017-06-22
987450,2017-07-04
987450,2017-07-06
987450,2017-07-09
987450,2017-07-12
987450,2017-07-17
987450,2017-07-25
987450,2017-07-27
987450,2017-07-30
987450,2017-08-05
987450,2017-08-08
987450,2017-08-22
987450,2017-08-28
987450,2017-09-01
987450,2017-09-24
987450,2017-10-03
987450,2017-10-05
987450,2017-10-07
987450,2017-10-09
987450,2017-10-13
987450,2017-10-15
987450,2017-10-20
987450,2017-11-18
987450,2018-05-31
987450,2018-06-01
987450,2018-06-15
987450,2018-06-17
987450,2018-06-19
987450,2018-07-07
987450,2018-07-08
987450,2018-07-11
987450,2018-07-13
987450,2018-07-21
987450,2018-07-27
987450,2018-07-30
